tipoInmueble;tipoOperacion;precio;habitaciones;tamano;planta;distrito;ciudad;eficienciaEnergetica;ascensor;terraza;trastero;garaje;balcon;aireAcondicinado;piscina;banos
0;1;1080000;2;121;0;salamanca;madrid-capital;C;True;False;False;No-detallado;True;True;False;2
0;1;1650000;5;247;3;salamanca;madrid-capital;C;True;True;True;Privado;True;True;False;3
0;1;275000;1;45;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;True;False;2
0;1;1375000;4;148;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;True;False;2
0;1;490000;2;76;6;salamanca;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;830000;2;104;0;salamanca;madrid-capital;C;False;False;False;No-detallado;True;True;False;2
0;1;815000;2;104;6;salamanca;madrid-capital;C;True;True;False;Privado;False;True;False;1
0;1;2650000;4;291;0;salamanca;madrid-capital;C;True;True;False;No-detallado;False;True;False;5
0;1;193000;2;31;3;salamanca;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;730000;4;159;0;salamanca;madrid-capital;C;False;False;True;No-detallado;False;False;False;2
0;1;1075000;4;161;0;salamanca;madrid-capital;C;False;False;False;No-detallado;False;True;False;2
0;1;1100000;7;265;0;salamanca;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;1375000;2;138;5;salamanca;madrid-capital;C;True;False;False;Privado;False;True;False;2
0;1;1190000;3;138;5;salamanca;madrid-capital;C;False;False;False;No-detallado;True;True;False;2
0;1;375000;2;73;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;725000;4;141;4;salamanca;madrid-capital;C;True;True;True;Privado;False;True;False;3
0;1;490000;2;75;0;salamanca;madrid-capital;C;True;False;False;No-detallado;True;True;False;1
0;1;1750000;3;172;1;salamanca;madrid-capital;C;True;False;False;No-detallado;False;True;False;3
0;1;995000;4;135;2;salamanca;madrid-capital;C;True;False;True;No-detallado;False;False;False;2
0;1;795000;2;91;1;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;1175000;5;231;2;salamanca;madrid-capital;C;True;False;True;No-detallado;True;True;False;3
0;1;275000;0;50;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;700000;2;111;3;salamanca;madrid-capital;C;True;False;False;No-detallado;False;True;False;2
0;1;309000;3;104;0;salamanca;madrid-capital;C;True;False;True;No-detallado;False;False;False;2
0;1;570000;3;113;0;salamanca;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;301500;2;101;0;salamanca;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;1950000;3;232;0;salamanca;madrid-capital;C;False;False;False;No-detallado;True;False;False;2
0;1;449900;4;140;0;salamanca;madrid-capital;C;True;True;True;No-detallado;False;False;False;2
0;1;883630;9;204;0;salamanca;madrid-capital;C;False;True;False;No-detallado;False;False;False;2
0;1;267000;2;59;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;193000;1;45;0;salamanca;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;95000;0;22;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;335000;2;72;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;1300000;3;183;0;salamanca;madrid-capital;C;True;True;False;No-detallado;False;True;False;4
0;1;397800;4;93;1;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;399000;3;90;0;salamanca;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;219900;1;41;0;salamanca;madrid-capital;C;True;False;True;No-detallado;False;False;False;1
0;1;375000;2;60;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;1999999;6;400;1;salamanca;madrid-capital;C;True;False;True;No-detallado;False;False;False;3
0;1;299900;4;70;0;salamanca;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;1650000;7;453;0;salamanca;madrid-capital;C;False;False;False;No-detallado;False;True;False;4
0;1;1080000;4;264;7;salamanca;madrid-capital;C;True;True;True;No-detallado;False;True;False;3
0;1;750000;4;157;5;salamanca;madrid-capital;C;True;False;False;Privado;False;True;False;2
0;1;365000;3;93;3;san-blas;madrid-capital;C;True;False;True;Privado;False;True;True;2
0;1;890000;6;340;0;san-blas;madrid-capital;C;False;True;True;Comunitario;False;False;True;5
0;1;333900;4;118;2;san-blas;madrid-capital;C;True;True;False;Privado;False;False;False;2
0;1;365000;3;123;3;san-blas;madrid-capital;C;True;False;True;Privado;False;False;False;2
0;1;350000;1;85;3;san-blas;madrid-capital;C;True;True;False;Comunitario;False;False;True;1
0;1;154000;2;67;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;105000;2;56;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;184000;1;52;0;san-blas;madrid-capital;C;True;False;False;Privado;False;False;True;1
0;1;760000;4;312;0;san-blas;madrid-capital;C;False;False;True;No-detallado;False;True;True;3
0;1;333900;4;118;2;san-blas;madrid-capital;C;True;True;False;Privado;False;False;False;2
0;1;489900;4;211;0;san-blas;madrid-capital;C;False;True;False;Privado;False;True;True;3
0;1;192500;3;84;0;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;169000;3;93;1;san-blas;madrid-capital;C;True;False;True;No-detallado;False;False;False;1
0;1;335000;3;95;2;san-blas;madrid-capital;C;True;False;True;Privado;False;True;False;2
0;1;159900;2;63;4;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;125000;2;52;1;san-blas;madrid-capital;C;False;True;False;Comunitario;False;True;False;1
0;1;390000;2;90;2;san-blas;madrid-capital;C;True;False;False;Comunitario;False;True;True;2
0;1;250000;3;117;2;san-blas;madrid-capital;C;True;True;False;No-detallado;False;True;False;2
0;1;330000;3;118;1;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;True;2
0;1;144000;3;65;3;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;189000;2;83;1;san-blas;madrid-capital;C;True;True;False;Privado;True;True;False;2
0;1;370000;3;109;4;san-blas;madrid-capital;C;True;False;True;Privado;False;True;True;2
0;1;235000;4;103;2;san-blas;madrid-capital;C;False;True;False;No-detallado;False;False;False;2
0;1;166000;2;69;3;san-blas;madrid-capital;C;False;True;False;No-detallado;True;True;False;1
0;1;330000;2;90;0;san-blas;madrid-capital;C;True;False;True;No-detallado;False;True;True;2
0;1;218000;2;58;2;san-blas;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;195000;3;94;4;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;220000;3;84;2;san-blas;madrid-capital;C;True;False;True;No-detallado;False;True;False;1
0;1;365000;3;93;3;san-blas;madrid-capital;C;True;False;True;Privado;False;True;True;2
0;1;180000;2;65;1;san-blas;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;277000;3;91;11;san-blas;madrid-capital;C;True;True;False;No-detallado;False;True;False;2
0;1;650000;4;165;3;san-blas;madrid-capital;C;True;True;False;Comunitario;False;False;True;3
0;1;207800;2;69;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;261000;4;131;7;san-blas;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;150000;4;91;2;san-blas;madrid-capital;C;False;True;False;No-detallado;False;True;False;2
0;1;470000;4;215;0;san-blas;madrid-capital;C;False;False;True;No-detallado;False;False;False;3
0;1;193000;1;45;0;san-blas;madrid-capital;C;True;False;False;Privado;False;False;True;1
0;1;120000;3;60;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;116900;3;60;3;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;445000;3;100;5;san-blas;madrid-capital;A;True;False;True;Privado;False;False;True;2
0;1;179000;1;47;0;san-blas;madrid-capital;C;True;False;False;Privado;False;False;True;1
0;1;189000;1;39;1;san-blas;madrid-capital;C;True;False;True;Privado;False;False;True;1
0;1;209000;2;65;0;san-blas;madrid-capital;C;True;False;False;Privado;False;False;True;2
0;1;94000;2;47;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;165000;2;80;2;san-blas;madrid-capital;C;False;True;True;No-detallado;False;False;False;1
0;1;254000;1;92;0;san-blas;madrid-capital;C;True;True;False;Privado;False;False;False;2
0;1;154500;3;66;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;75000;2;41;2;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;685000;4;254;0;san-blas;madrid-capital;C;False;True;True;Privado;False;False;False;2
0;1;150000;4;91;2;san-blas;madrid-capital;C;False;True;False;No-detallado;False;True;False;2
0;1;277000;3;97;4;san-blas;madrid-capital;C;True;True;True;No-detallado;False;False;False;1
0;1;114900;0;38;0;san-blas;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;185000;3;76;2;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;159900;2;63;4;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;198000;1;49;1;san-blas;madrid-capital;C;True;False;True;Privado;False;False;True;1
0;1;139900;3;89;4;san-blas;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;358000;3;103;4;san-blas;madrid-capital;C;True;False;True;Privado;False;False;False;2
0;1;314900;3;104;4;san-blas;madrid-capital;C;False;True;False;No-detallado;False;False;False;2
0;1;1250000;6;235;13;tetuan;madrid-capital;C;True;True;True;Privado;False;True;False;3
0;1;298000;2;69;2;tetuan;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;109000;0;25;2;tetuan;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;368000;4;84;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;369000;2;87;2;tetuan;madrid-capital;C;True;False;True;Privado;False;True;True;2
0;1;1100000;5;279;7;tetuan;madrid-capital;C;True;True;True;Privado;False;False;False;4
0;1;189995;2;53;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;209000;2;50;0;tetuan;madrid-capital;C;True;False;True;Privado;False;False;False;1
0;1;269000;2;56;0;tetuan;madrid-capital;C;True;True;True;No-detallado;False;False;False;2
0;1;179000;2;69;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;214500;3;81;0;tetuan;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;315000;3;94;2;tetuan;madrid-capital;C;True;False;False;Privado;False;True;True;1
0;1;264000;2;74;0;tetuan;madrid-capital;C;True;True;False;Privado;False;False;False;1
0;1;129000;1;34;0;tetuan;madrid-capital;C;False;True;False;No-detallado;False;True;False;1
0;1;180000;1;56;1;tetuan;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;390000;2;84;5;tetuan;madrid-capital;C;True;True;False;Privado;False;True;False;1
0;1;195000;2;58;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;280000;2;74;3;tetuan;madrid-capital;C;True;False;False;Comunitario;False;True;False;1
0;1;840000;5;232;2;tetuan;madrid-capital;C;True;True;True;Privado;False;True;False;3
0;1;1465000;5;300;6;tetuan;madrid-capital;C;True;True;False;Privado;True;True;False;4
0;1;270000;3;89;2;tetuan;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;200000;1;62;1;tetuan;madrid-capital;C;True;False;True;No-detallado;False;True;False;1
0;1;123500;3;80;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;295000;1;80;3;tetuan;madrid-capital;C;True;True;True;Privado;False;True;False;1
0;1;725000;3;131;5;tetuan;madrid-capital;C;True;True;True;No-detallado;False;True;False;3
0;1;339000;1;88;4;tetuan;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;177000;1;48;0;tetuan;madrid-capital;B;True;False;True;No-detallado;False;True;False;1
0;1;235200;1;53;1;tetuan;madrid-capital;B;True;False;True;Comunitario;False;True;False;1
0;1;459000;2;115;1;tetuan;madrid-capital;C;True;False;False;Comunitario;False;False;False;2
0;1;600000;3;163;1;tetuan;madrid-capital;C;True;True;True;No-detallado;False;True;False;2
0;1;875000;4;200;7;tetuan;madrid-capital;C;True;True;False;Comunitario;False;False;False;3
0;1;180000;2;50;3;tetuan;madrid-capital;C;True;False;False;Privado;False;False;False;1
0;1;228000;3;65;2;tetuan;madrid-capital;C;False;True;False;No-detallado;False;True;False;1
0;1;190000;2;53;4;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;575000;3;90;8;tetuan;madrid-capital;C;True;False;False;Privado;False;True;False;2
0;1;788000;5;245;7;tetuan;madrid-capital;C;True;True;True;No-detallado;False;False;False;3
0;1;370000;3;88;0;tetuan;madrid-capital;C;True;False;True;No-detallado;False;False;False;1
0;1;675000;3;166;0;tetuan;madrid-capital;C;False;True;False;Privado;True;False;False;2
0;1;298500;3;134;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;3
0;1;145000;1;40;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;310000;1;69;0;tetuan;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;199000;2;76;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;505800;4;149;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;True;False;2
0;1;499000;1;80;7;tetuan;madrid-capital;C;True;False;False;Comunitario;False;True;False;1
0;1;202000;3;63;2;tetuan;madrid-capital;C;False;False;False;No-detallado;True;False;False;1
0;1;120000;1;35;2;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;1295000;4;229;0;tetuan;madrid-capital;C;True;True;True;No-detallado;True;True;False;4
0;1;134000;2;53;0;tetuan;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;368000;4;84;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;275000;4;100;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;256000;3;60;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;130975;3;64;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;99995;2;41;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;1849900;0;398;0;tetuan;madrid-capital;C;True;False;True;No-detallado;False;False;False;2
0;1;124000;1;32;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;297000;3;88;0;tetuan;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;189000;1;51;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;824000;4;175;0;tetuan;madrid-capital;C;True;True;True;No-detallado;False;False;False;3
0;1;250000;2;86;0;tetuan;madrid-capital;C;True;False;True;No-detallado;False;False;False;1
0;1;399000;2;89;0;tetuan;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;128000;2;61;1;usera;madrid-capital;C;True;False;True;No-detallado;False;False;False;1
0;1;132260;1;50;0;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;109900;3;60;3;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;145000;4;80;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;110000;3;63;0;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;248000;2;80;6;usera;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;208000;1;76;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;149000;3;109;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;340000;3;110;0;usera;madrid-capital;C;True;True;True;Privado;False;True;True;2
0;1;230000;3;143;6;usera;madrid-capital;C;True;False;True;Privado;False;False;True;2
0;1;124300;3;77;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;112000;1;66;0;usera;madrid-capital;C;False;False;True;No-detallado;False;False;False;1
0;1;117500;1;70;0;usera;madrid-capital;C;False;False;True;No-detallado;False;False;False;1
0;1;118000;2;58;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;120000;1;43;2;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;81000;3;60;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;95000;2;63;5;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;120000;2;60;4;usera;madrid-capital;C;False;True;False;No-detallado;False;True;False;1
0;1;105900;3;6;3;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;241000;4;98;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;174000;3;100;0;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;102000;1;40;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;111000;3;75;0;usera;madrid-capital;C;False;True;False;No-detallado;False;True;False;1
0;1;166500;3;83;2;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;180000;0;108;1;usera;madrid-capital;C;True;False;True;Privado;False;False;False;0
0;1;252000;3;78;0;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;148500;2;59;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;122300;3;60;3;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;125000;2;60;1;usera;madrid-capital;C;False;False;False;No-detallado;True;True;False;1
0;1;150000;3;98;0;usera;madrid-capital;C;True;False;True;No-detallado;False;True;False;2
0;1;139000;3;109;4;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;149500;3;95;1;usera;madrid-capital;C;False;True;False;Privado;False;False;False;2
0;1;179000;4;129;3;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;2
0;1;115000;2;61;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;135000;3;60;1;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;96000;2;50;4;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;134500;3;73;0;usera;madrid-capital;C;False;False;False;No-detallado;True;False;False;1
0;1;122300;3;59;3;usera;madrid-capital;C;False;False;False;No-detallado;True;True;False;1
0;1;122700;2;59;0;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;187800;2;79;1;usera;madrid-capital;C;True;True;True;No-detallado;False;False;False;1
0;1;122300;3;59;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;124300;3;80;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;120000;1;43;2;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;1
0;1;120000;2;54;0;usera;madrid-capital;C;False;False;True;No-detallado;False;False;False;1
0;1;109500;1;51;2;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;90000;1;32;1;usera;madrid-capital;C;False;False;True;No-detallado;False;True;False;1
0;1;123500;2;65;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;177500;2;79;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;155000;3;110;2;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;2
0;1;330000;3;104;2;usera;madrid-capital;C;True;True;False;No-detallado;True;True;False;2
0;1;135000;3;110;4;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;90000;1;42;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;185000;4;114;3;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;2
0;1;179000;4;74;6;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;265000;4;129;4;usera;madrid-capital;C;True;False;True;Comunitario;False;True;True;2
0;1;235000;3;134;2;usera;madrid-capital;C;True;False;True;Comunitario;False;True;True;2
0;1;255000;2;71;1;usera;madrid-capital;C;True;True;True;Comunitario;False;True;False;2
0;1;143000;1;57;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;95000;2;63;5;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;102000;1;40;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;160000;3;84;4;usera;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;129000;3;83;4;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;188200;3;84;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;132500;1;56;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;155000;2;120;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;2
0;1;149500;1;55;2;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;131000;5;128;0;usera;madrid-capital;C;True;True;False;Privado;False;False;False;1
0;1;108000;2;1;4;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;225000;4;96;2;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;178000;3;82;0;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;2
0;1;145000;3;110;8;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;102000;1;40;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;149321;1;44;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;122000;3;96;3;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;99000;2;56;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;223000;2;72;0;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;109500;2;51;1;usera;madrid-capital;C;False;True;False;No-detallado;True;False;False;1
0;1;102000;2;40;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;177000;3;90;0;usera;madrid-capital;C;False;True;False;No-detallado;False;True;False;2
0;1;150000;2;75;0;usera;madrid-capital;C;False;True;False;No-detallado;True;True;False;1
0;1;264000;3;86;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;147000;2;70;1;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;116965;3;70;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;166500;3;83;2;usera;madrid-capital;C;False;True;False;No-detallado;True;False;False;1
0;1;102000;1;40;0;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;147000;3;67;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;155000;3;110;6;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;2
0;1;158000;3;115;5;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;160000;3;115;7;usera;madrid-capital;C;True;True;True;No-detallado;False;True;False;2
0;1;149000;2;67;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;108000;2;55;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;98000;2;46;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;140000;3;132;0;usera;madrid-capital;C;False;True;True;Privado;True;False;False;2
0;1;318000;3;123;4;usera;madrid-capital;C;True;False;True;Privado;False;False;True;2
0;1;275000;3;105;0;usera;madrid-capital;C;True;False;False;Privado;False;True;False;2
0;1;85000;1;30;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;132260;1;50;0;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;199990;3;75;2;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;145400;3;89;2;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;165000;3;74;3;usera;madrid-capital;C;False;True;True;No-detallado;False;False;False;1
0;1;480000;4;274;7;usera;madrid-capital;C;True;True;False;Privado;False;True;False;2
0;1;395000;2;105;1;usera;madrid-capital;C;True;True;True;Privado;False;True;True;2
0;1;105000;1;53;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;119000;2;77;4;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;280000;3;120;4;usera;madrid-capital;C;True;False;True;Comunitario;False;True;True;2
0;1;168000;3;109;0;usera;madrid-capital;C;False;True;False;Comunitario;False;False;False;2
0;1;115000;2;61;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;141000;2;61;3;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;36000;2;51;1;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;99000;2;56;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;119000;2;60;1;usera;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;89900;1;61;0;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;182500;3;120;2;usera;madrid-capital;C;False;True;True;No-detallado;False;True;False;2
0;1;161000;4;120;3;usera;madrid-capital;C;False;True;False;Privado;False;True;False;2
0;1;107260;3;61;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;110000;3;63;0;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;167000;3;103;0;usera;madrid-capital;C;False;True;False;Privado;False;True;False;2
0;1;359000;3;143;0;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;129189;1;80;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;268000;4;104;0;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;2
0;1;150000;4;118;7;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;106000;2;53;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;142000;3;71;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;2
0;1;110000;3;77;4;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;0
0;1;215000;4;115;0;usera;madrid-capital;C;False;False;False;No-detallado;True;True;False;2
0;1;0;2;52;0;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;90000;1;42;1;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;141100;2;77;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
0;1;135000;2;70;2;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;1
0;1;104085;3;68;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;126650;3;85;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;150000;4;118;9;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;2
0;1;125000;2;73;2;usera;madrid-capital;C;True;False;False;No-detallado;False;False;False;1
0;1;125000;3;78;3;usera;madrid-capital;C;False;True;False;No-detallado;False;True;False;1
0;1;100000;2;50;0;usera;madrid-capital;C;False;False;False;No-detallado;False;False;False;1
0;1;224000;3;131;1;usera;madrid-capital;C;True;True;False;Privado;False;True;False;2
0;1;160000;3;84;6;usera;madrid-capital;C;True;True;False;No-detallado;False;True;False;1
0;1;210000;3;96;2;usera;madrid-capital;C;True;False;False;Privado;False;False;False;2
0;1;248000;2;80;6;usera;madrid-capital;C;True;False;False;No-detallado;False;True;False;1
0;1;152000;3;110;7;usera;madrid-capital;C;True;True;False;No-detallado;False;False;False;2
0;1;299000;4;159;1;usera;madrid-capital;C;False;False;False;No-detallado;False;True;False;2
0;1;145000;3;82;1;usera;madrid-capital;C;False;True;False;No-detallado;False;False;False;1
